0:00:31.509441,Fearful
0:00:31.577432,Fearful
0:00:31.639431,Neutral
0:00:31.699432,Happy
0:00:31.765434,Happy
0:00:31.826430,Happy
0:00:31.893431,Happy
0:00:31.956431,Happy
0:00:32.014430,Happy
0:00:32.936433,Happy
0:00:33.001431,Fearful
0:00:33.073436,Happy
0:00:33.135433,Happy
0:00:33.201431,Fearful
0:00:33.259435,Happy
0:00:33.319433,Fearful
0:00:33.384431,Fearful
0:00:33.444433,Fearful
0:00:33.512434,Angry
0:00:33.573431,Fearful
0:00:33.641432,Fearful
0:00:33.702431,Fearful
0:00:33.843431,Sad
0:00:33.904430,Sad
0:00:33.973430,Fearful
0:00:34.041432,Fearful
0:00:34.108439,Fearful
0:00:34.180431,Fearful
0:00:34.249432,Fearful
0:00:34.314435,Fearful
0:00:34.385432,Fearful
0:00:34.448431,Fearful
0:00:34.518431,Fearful
0:00:34.580431,Sad
0:00:34.661431,Fearful
0:00:34.759435,Surprised
0:00:34.857433,Surprised
0:00:34.930431,Fearful
0:00:34.994434,Surprised
0:00:35.063431,Fearful
0:00:35.157469,Fearful
0:00:35.404466,Fearful
0:00:35.496464,Happy
0:00:35.571527,Happy
0:00:35.656527,Surprised
0:00:35.727528,Happy
0:00:35.801527,Happy
0:00:35.882528,Fearful
0:00:35.960530,Fearful
0:01:09.487630,Happy
0:01:22.136425,Fearful
0:01:22.203368,Fearful
0:01:22.263767,Fearful
0:01:22.413768,Sad
0:01:22.484768,Sad
0:01:22.556771,Fearful
0:01:23.529767,Happy
0:01:23.586767,Happy
0:01:26.895846,Fearful
0:01:26.964843,Fearful
0:01:31.380843,Fearful
0:01:31.444845,Fearful
0:01:31.527844,Neutral
0:01:31.803844,Happy
0:02:06.838486,Fearful
0:02:06.918484,Fearful
0:02:07.005488,Sad
0:02:07.090486,Sad
0:02:07.161485,Happy
0:02:07.233488,Fearful
0:02:07.305485,Fearful
0:02:07.381486,Happy
0:02:07.445484,Happy
0:02:07.507486,Sad
0:02:07.566485,Fearful
0:02:07.631485,Fearful
0:02:07.700484,Fearful
0:02:07.772489,Fearful
0:02:07.834485,Happy
0:02:07.902484,Happy
0:02:07.988490,Fearful
0:02:08.096484,Happy
0:02:08.179484,Happy
0:02:08.242485,Fearful
0:02:08.302484,Fearful
0:02:08.365484,Surprised
0:02:08.595485,Disgusted
0:02:08.653486,Disgusted
0:02:08.709485,Happy
0:02:08.768485,Fearful
0:02:08.823484,Happy
0:02:41.870485,Happy
0:02:41.928485,Happy
0:02:41.983486,Happy
0:02:51.760485,Fearful
0:02:51.819487,Fearful
0:02:51.875484,Fearful
0:02:51.930487,Fearful
0:02:51.986485,Fearful
0:02:52.049485,Fearful
0:02:52.111485,Fearful
0:02:52.176485,Happy
0:02:52.236484,Happy
0:02:52.319487,Happy
0:02:52.380487,Happy
0:02:57.316485,Happy
0:02:57.387489,Happy
0:02:58.205486,Happy
0:02:58.264484,Happy
0:02:58.511486,Happy
0:02:58.628485,Happy
0:02:58.686485,Happy
0:02:58.814487,Happy
0:03:05.298611,Fearful
0:03:05.359612,Fearful
0:03:06.864610,Happy
0:03:06.926611,Happy
0:03:08.434610,Happy
0:03:08.611610,Happy
0:03:08.788612,Happy
0:03:08.846609,Happy
0:03:08.908612,Happy
0:03:09.025610,Happy
0:03:09.084610,Happy
0:03:09.196612,Happy
0:03:09.257611,Happy
0:03:09.382610,Fearful
0:03:09.755613,Happy
0:03:14.187881,Sad
0:03:14.245849,Sad
0:03:14.375360,Happy
0:03:14.616361,Happy
0:03:14.805361,Happy
0:03:14.868360,Happy
0:03:14.933748,Happy
0:03:15.151749,Happy
0:03:15.208745,Happy
0:03:16.595865,Fearful
0:03:16.655863,Fearful
0:03:19.055796,Happy
0:03:19.113797,Happy
0:03:22.063786,Surprised
0:03:22.354794,Fearful
0:03:22.425796,Fearful
0:03:22.549795,Happy
0:03:22.610794,Happy
0:03:22.671992,Happy
0:03:22.732861,Happy
0:03:22.831869,Angry
0:03:25.292073,Happy
0:03:25.730212,Fearful
0:03:26.015209,Fearful
0:03:26.072951,Fearful
0:03:27.948081,Happy
0:03:28.005195,Happy
0:03:33.412107,Happy
0:03:33.470104,Happy
0:03:34.256148,Happy
0:03:37.247336,Surprised
0:03:37.303031,Surprised
0:03:37.358033,Fearful
0:03:37.417033,Fearful
0:03:37.473035,Fearful
0:03:37.528032,Fearful
0:03:37.584033,Happy
0:03:37.646032,Surprised
0:03:37.706371,Surprised
0:03:37.769038,Fearful
0:03:37.831507,Fearful
0:03:37.891229,Fearful
0:03:37.950291,Fearful
0:03:38.011295,Fearful
0:03:38.700063,Fearful
0:03:38.757063,Fearful
0:03:38.815062,Fearful
0:03:38.872258,Fearful
0:03:38.928278,Fearful
0:03:38.984120,Fearful
0:03:39.044131,Fearful
0:03:39.121116,Fearful
0:03:39.177117,Fearful
0:03:39.235128,Fearful
0:03:39.293136,Sad
0:03:39.355135,Sad
0:03:39.421224,Fearful
0:03:39.484225,Fearful
0:03:39.542224,Fearful
0:03:39.601224,Fearful
0:03:39.825116,Fearful
0:03:39.885125,Fearful
0:03:39.944131,Fearful
0:03:40.004122,Fearful
0:03:40.065131,Sad
0:03:40.126116,Fearful
0:03:40.185134,Fearful
0:03:50.462252,Happy
0:03:50.528286,Happy
0:03:50.587302,Happy
0:03:50.899189,Happy
0:03:54.257365,Fearful
0:03:54.312369,Fearful
0:03:54.497438,Happy
0:03:54.554513,Happy
0:04:09.324903,Fearful
0:04:09.389905,Fearful
0:04:09.450902,Fearful
0:04:09.510902,Fearful
0:04:09.571902,Fearful
0:04:09.630902,Fearful
0:04:09.699901,Fearful
0:04:09.763903,Fearful
0:04:09.867904,Fearful
0:04:09.941903,Fearful
0:04:10.014902,Fearful
0:04:10.075901,Fearful
0:04:10.136902,Fearful
0:04:10.204903,Fearful
0:04:10.269901,Fearful
0:04:10.345902,Fearful
0:04:10.414902,Fearful
0:04:10.482901,Fearful
0:04:10.548902,Fearful
0:04:10.614902,Fearful
0:04:10.681902,Fearful
0:04:10.741901,Fearful
0:04:10.805903,Fearful
0:04:10.869902,Fearful
0:04:10.934906,Fearful
0:04:11.036903,Fearful
0:04:11.168904,Fearful
0:04:11.284903,Fearful
0:04:11.361902,Sad
0:04:11.440902,Fearful
0:04:11.560902,Fearful
0:04:21.921983,Happy
0:04:21.997983,Fearful
0:04:22.073982,Sad
0:04:22.140993,Happy
0:04:22.204982,Happy
